GAME_ID,Date,HomeTeam,AwayTeam,HomeSpread_AtOpen,HomeSpread_AtClose,Over_AtOpen,Over_AtClose,HomeML,AwayML,2H_HomeSpread,2H_Over
0020700105,2007-11-14 00:00:00,WAS,IND,-6.0,-5.5,201.5,200.5,-240,200,2.0,99.0
0020700106,2007-11-14 00:00:00,ATL,CHA,-5.0,-5.5,187.5,188.0,-240,200,1.5,93.5
0020700117,2007-11-15 00:00:00,DAL,SAS,-3.0,-1.5,186.5,189.5,-125,105,5.0,94.0
0020700122,2007-11-16 00:00:00,NJN,ORL,3.5,3.5,184.0,186.0,150,-170,-2.0,94.0
0020700128,2007-11-16 00:00:00,SAC,NYK,-3.0,-3.5,199.0,198.5,-170,150,1.0,98.5
0020700131,2007-11-17 00:00:00,WAS,POR,-5.5,-4.5,195.0,190.0,-205,175,1.0,97.5
0020700134,2007-11-17 00:00:00,NJN,MIA,-2.0,3.0,180.0,174.0,135,-155,-1.5,88.0
0020700137,2007-11-17 00:00:00,HOU,PHX,4.5,5.5,198.0,196.0,210,-250,-1.5,98.0
0020700140,2007-11-17 00:00:00,LAC,CHI,1.5,3.0,191.0,187.0,140,-160,-1.5,92.5
0020700146,2007-11-19 00:00:00,MEM,SEA,-6.0,-5.5,218.0,218.5,-235,195,2.0,105.5
0020700149,2007-11-20 00:00:00,WAS,PHI,-6.0,-5.0,191.0,183.5,-230,190,3.0,93.5
0020700152,2007-11-20 00:00:00,IND,LAL,2.0,1.5,207.0,207.5,105,-125,-1.5,102.5
0020700150,2007-11-20 00:00:00,ATL,SAS,5.5,6.0,190.5,190.0,210,-250,-2.0,94.5
0020700153,2007-11-20 00:00:00,NYK,GSW,0.0,1.0,219.0,220.0,100,-120,-3.0,104.5
0020700155,2007-11-20 00:00:00,DEN,CHI,-6.0,-8.5,203.5,201.5,-450,370,2.0,101.0
0020700172,2007-11-23 00:00:00,BOS,LAL,-7.5,-8.0,202.0,205.0,-360,300,1.5,101.0
0020700181,2007-11-23 00:00:00,SEA,NJN,3.0,3.0,195.5,195.5,140,-160,-1.5,99.5
0020700189,2007-11-24 00:00:00,HOU,DEN,-5.0,-6.0,200.5,200.5,-250,210,2.0,96.5
0020700194,2007-11-25 00:00:00,DET,UTA,-2.0,1.0,190.0,190.0,100,-120,-1.5,97.5
0020700211,2007-11-28 00:00:00,TOR,MEM,-8.0,-6.5,207.5,207.0,-300,250,2.0,101.0
0020700226,2007-11-30 00:00:00,NYK,MIL,0.0,1.0,193.0,194.5,100,-120,-2.5,97.5
0020700228,2007-11-30 00:00:00,MIA,BOS,2.5,2.5,188.5,185.0,125,-145,-3.0,92.0
0020700231,2007-11-30 00:00:00,UTA,LAL,-8.0,-5.0,212.5,209.0,-230,190,3.0,106.0
0020700240,2007-12-01 00:00:00,MIL,DET,2.5,5.0,195.5,192.5,190,-230,-2.5,95.5
0020700247,2007-12-02 00:00:00,DEN,MIA,-6.0,-5.0,199.0,207.0,-215,185,2.5,102.0
0020700248,2007-12-02 00:00:00,SEA,GSW,6.0,6.0,220.0,218.5,220,-260,-2.5,104.5
0020700250,2007-12-03 00:00:00,TOR,CHA,-5.0,-4.0,189.0,190.5,-175,155,3.5,92.0
0020700253,2007-12-03 00:00:00,CHI,DAL,3.0,3.0,188.5,189.0,140,-160,-2.0,94.0
0020700261,2007-12-04 00:00:00,LAC,MIL,-2.0,-1.5,193.0,193.0,-130,110,2.5,96.0
0020700269,2007-12-05 00:00:00,SAS,DAL,0.0,2.5,191.0,194.5,120,-140,-1.0,98.0
0020700271,2007-12-05 00:00:00,GSW,MIL,-9.0,-10.5,219.0,217.5,-625,500,1.0,103.5
0020700281,2007-12-07 00:00:00,NJN,HOU,4.0,5.0,186.5,184.0,185,-215,-2.0,93.0
0020700288,2007-12-08 00:00:00,ATL,MEM,-4.5,-4.0,200.0,204.0,-190,160,1.5,100.0
0020700294,2007-12-09 00:00:00,TOR,HOU,2.0,4.0,187.5,186.5,160,-190,-2.0,92.5
0020700308,2007-12-11 00:00:00,CLE,IND,-5.0,-2.0,200.5,197.0,-135,115,3.0,97.0
0020700307,2007-12-11 00:00:00,ATL,TOR,2.0,2.5,184.0,185.0,125,-145,-2.0,92.0
0020700310,2007-12-11 00:00:00,MEM,DET,6.0,5.5,203.0,204.5,200,-240,-1.5,100.0
0020700311,2007-12-11 00:00:00,CHI,SEA,-7.5,-8.5,188.0,192.5,-410,340,1.0,94.5
0020700313,2007-12-11 00:00:00,GSW,SAS,3.0,-2.0,214.0,214.5,-140,120,3.5,103.0
0020700329,2007-12-14 00:00:00,IND,TOR,-2.0,-2.5,205.0,204.0,-140,120,1.5,100.0
0020700350,2007-12-16 00:00:00,DET,GSW,-7.0,-5.5,206.5,208.0,-240,200,4.0,99.5
0020700356,2007-12-17 00:00:00,NYK,IND,2.5,2.5,203.0,204.0,125,-145,-1.0,100.0
0020700377,2007-12-19 00:00:00,SEA,NOH,3.0,2.5,191.5,191.5,125,-145,-3.5,92.0
0020700384,2007-12-21 00:00:00,CHA,NYK,-5.0,-6.0,190.0,193.5,-255,215,2.5,95.5
0020700396,2007-12-22 00:00:00,CHI,HOU,0.0,1.5,180.5,184.0,105,-125,-0.5,93.0
0020700400,2007-12-23 00:00:00,NYK,LAL,7.0,7.0,206.0,204.0,270,-320,-0.5,101.0
0020700404,2007-12-23 00:00:00,SAC,DEN,-3.0,-3.5,208.0,210.5,-170,150,3.0,100.5
0020700408,2007-12-26 00:00:00,PHI,MIA,-1.5,-3.0,191.5,191.5,-155,135,4.0,93.5
0020700410,2007-12-26 00:00:00,ATL,IND,-2.0,-2.5,199.5,203.0,-150,130,1.0,101.0
0020700415,2007-12-26 00:00:00,DEN,MIL,-8.0,-8.5,209.0,210.5,-425,355,3.0,101.5
0020700417,2007-12-26 00:00:00,SAC,BOS,6.0,7.5,187.5,191.0,290,-350,-3.0,93.0
0020700422,2007-12-28 00:00:00,CHA,NOH,3.5,3.5,190.0,191.0,140,-160,-3.0,94.0
0020700425,2007-12-28 00:00:00,DET,IND,-9.0,-9.5,201.0,198.0,-550,450,1.5,96.5
0020700432,2007-12-28 00:00:00,LAL,UTA,-4.0,-5.0,211.0,213.0,-230,190,3.0,110.5
0020700434,2007-12-29 00:00:00,DAL,ATL,-8.5,-8.0,190.0,189.5,-375,315,1.0,94.5
0020700435,2007-12-29 00:00:00,WAS,MIA,-8.0,-8.0,194.5,198.0,-350,290,1.5,100.0
0020700442,2007-12-29 00:00:00,SEA,MIN,-6.0,-5.5,200.0,201.0,-230,190,0.5,100.0
0020700456,2007-12-31 00:00:00,SEA,PHI,1.5,2.5,189.5,189.5,120,-140,-2.0,92.0
0020700457,2008-01-02 00:00:00,WAS,DET,5.5,5.0,192.5,192.0,190,-230,-0.5,96.5
0020700465,2008-01-02 00:00:00,MIN,POR,5.0,4.5,192.0,190.0,185,-215,-0.5,97.0
0020700469,2008-01-03 00:00:00,CHI,POR,-3.0,-4.0,187.0,188.0,-175,155,0.5,96.0
0020700472,2008-01-04 00:00:00,TOR,DET,4.5,4.5,187.5,184.0,170,-200,-1.0,90.5
0020700474,2008-01-04 00:00:00,IND,ATL,-2.0,-2.5,198.0,194.5,-145,125,2.0,97.0
0020700478,2008-01-04 00:00:00,MIN,DEN,6.5,5.0,209.0,207.0,190,-230,-0.5,100.5
0020700479,2008-01-04 00:00:00,MIL,WAS,-1.5,3.5,196.5,196.0,150,-170,-3.0,100.5
0020700482,2008-01-04 00:00:00,LAL,PHI,-7.5,-7.5,199.5,200.0,-350,290,2.0,98.5
0020700490,2008-01-06 00:00:00,TOR,CLE,-3.5,-4.0,185.5,185.0,-190,160,1.0,91.5
0020700492,2008-01-06 00:00:00,MIN,DAL,9.0,8.0,193.0,193.5,335,-405,-1.5,95.5
0020700498,2008-01-07 00:00:00,PHX,DEN,-7.0,-7.5,226.0,227.5,-350,290,1.5,110.5
0020700499,2008-01-07 00:00:00,GSW,SAS,-2.0,-1.5,205.5,205.0,-125,105,1.5,100.5
0020700504,2008-01-08 00:00:00,MEM,LAL,5.0,6.5,215.0,216.0,250,-300,-1.0,106.5
0020700505,2008-01-08 00:00:00,MIN,MIA,1.5,-1.5,191.5,191.5,-125,105,3.0,94.5
0020700507,2008-01-08 00:00:00,UTA,IND,-8.5,-7.5,212.0,213.0,-325,275,0.5,104.5
0020700516,2008-01-09 00:00:00,DAL,DET,-3.0,-2.0,190.5,189.0,-130,110,1.0,94.0
0020700518,2008-01-09 00:00:00,POR,GSW,-2.0,-1.0,207.0,208.5,-120,100,4.0,101.0
0020700529,2008-01-11 00:00:00,HOU,MIN,-11.0,-10.0,186.0,186.0,-600,475,2.5,92.0
0020700542,2008-01-13 00:00:00,ATL,CHI,-5.0,-4.0,188.5,187.5,-175,155,3.5,95.5
0020700554,2008-01-15 00:00:00,ATL,DEN,-1.5,-3.0,205.0,209.5,-150,130,3.5,101.5
0020700559,2008-01-15 00:00:00,MIN,GSW,7.5,7.5,210.0,212.5,295,-355,-0.5,102.0
0020700572,2008-01-17 00:00:00,LAL,PHX,1.0,1.5,225.0,226.0,105,-125,-3.0,108.0
0020700575,2008-01-18 00:00:00,MIA,POR,2.5,3.5,191.0,191.5,140,-160,-1.5,97.0
0020700578,2008-01-18 00:00:00,MEM,SEA,-5.5,-5.5,212.0,215.5,-235,195,3.0,105.5
0020700590,2008-01-19 00:00:00,HOU,SAS,0.0,-1.0,183.0,180.0,-120,100,1.5,89.5
0020700602,2008-01-21 00:00:00,LAC,UTA,4.0,2.5,198.0,196.5,120,-140,-2.0,99.0
0020700604,2008-01-21 00:00:00,MEM,CHI,-1.5,-1.5,205.0,205.5,-125,105,3.0,100.5
0020700607,2008-01-21 00:00:00,LAL,DEN,-4.5,-2.5,223.5,225.0,-145,125,1.0,108.0
0020700609,2008-01-22 00:00:00,SAC,NJN,-5.5,-5.5,199.5,202.0,-250,210,2.5,103.5
0020700614,2008-01-23 00:00:00,MEM,ORL,3.0,3.5,212.0,214.5,150,-170,-1.0,107.0
0020700617,2008-01-23 00:00:00,CHI,IND,-3.5,-4.5,207.5,203.0,-200,170,1.5,98.5
0020700626,2008-01-25 00:00:00,WAS,MEM,-8.5,-9.0,204.5,207.0,-470,390,1.0,103.0
0020700629,2008-01-25 00:00:00,NYK,PHI,-2.0,-2.5,192.5,195.0,-145,125,0.5,96.5
0020700630,2008-01-25 00:00:00,DET,ORL,-7.5,-7.0,192.0,193.0,-325,275,1.5,94.5
0020700636,2008-01-25 00:00:00,POR,HOU,-2.0,-2.0,184.5,184.5,-130,110,2.0,94.0
0020700637,2008-01-25 00:00:00,SEA,ATL,1.5,3.5,198.5,199.5,150,-170,-3.5,100.0
0020700648,2008-01-27 00:00:00,MIN,NJN,0.0,1.5,192.5,192.5,105,-125,-2.0,100.5
0020700653,2008-01-28 00:00:00,NOH,DEN,-8.0,-10.0,206.0,204.5,-500,400,1.5,96.5
0020700652,2008-01-28 00:00:00,MEM,DAL,7.0,5.5,207.0,201.0,190,-230,-2.0,100.0
0020700654,2008-01-28 00:00:00,UTA,SAS,-1.5,-3.0,196.0,193.5,-150,130,2.0,96.0
0020700659,2008-01-29 00:00:00,MIA,BOS,7.0,4.0,183.0,182.0,160,-190,-3.0,91.0
0020700661,2008-01-29 00:00:00,HOU,GSW,-4.5,-2.5,203.0,206.0,-145,125,3.0,101.0
0020700666,2008-01-30 00:00:00,PHI,MIL,-6.5,-9.0,187.0,185.5,-450,370,0.5,93.0
0020700677,2008-01-31 00:00:00,SEA,CLE,4.5,-2.0,196.5,192.0,-135,115,3.5,94.0
0020700683,2008-02-01 00:00:00,MIA,NJN,4.5,3.0,189.0,193.0,140,-160,-2.5,100.5
0020700686,2008-02-01 00:00:00,GSW,CHA,-9.0,-8.5,218.0,220.0,-420,350,0.5,105.5
0020700688,2008-02-02 00:00:00,ATL,NJN,-5.5,-7.0,187.5,191.0,-300,250,1.0,101.5
0020700696,2008-02-03 00:00:00,WAS,LAL,5.0,3.0,203.5,204.0,140,-160,-4.0,100.0
0020700703,2008-02-04 00:00:00,UTA,NOH,-3.5,-2.0,203.0,203.0,-130,110,2.5,98.5
0020700706,2008-02-04 00:00:00,SEA,CHI,0.0,2.0,193.0,194.0,115,-135,-1.0,99.5
0020700707,2008-02-05 00:00:00,PHI,WAS,1.0,2.0,190.5,190.0,110,-130,-1.0,100.5
0020700713,2008-02-06 00:00:00,ATL,LAL,3.0,3.5,204.0,203.0,155,-175,-1.0,102.5
0020700738,2008-02-09 00:00:00,PHI,LAC,-7.0,-6.5,193.0,193.5,-275,235,2.5,93.0
0020700741,2008-02-09 00:00:00,HOU,ATL,-8.0,-9.0,182.5,185.0,-475,395,2.0,94.5
0020700774,2008-02-13 00:00:00,DAL,POR,-8.0,-3.0,185.0,180.0,-155,135,2.0,91.5
0020700781,2008-02-19 00:00:00,CLE,HOU,1.0,1.0,185.5,184.5,100,-110,-1.5,91.0
0020700789,2008-02-19 00:00:00,LAL,ATL,-10.5,-11.0,205.0,208.0,-700,500,4.0,103.5
0020700791,2008-02-20 00:00:00,PHI,NYK,-6.5,-7.0,190.5,192.5,-300,250,4.5,93.5
0020700790,2008-02-20 00:00:00,TOR,ORL,-5.5,-3.5,206.0,205.5,-165,145,3.0,99.5
0020700792,2008-02-20 00:00:00,IND,CLE,2.0,1.5,202.0,203.5,105,-125,-1.0,100.0
0020700799,2008-02-20 00:00:00,GSW,BOS,1.0,3.0,216.0,217.5,135,-155,-1.0,107.5
0020700804,2008-02-22 00:00:00,ORL,PHI,-7.5,-7.0,201.5,203.0,-290,240,0.5,98.0
0020700812,2008-02-22 00:00:00,PHX,BOS,-2.0,-1.0,218.0,216.5,-120,100,3.0,103.5
0020700820,2008-02-23 00:00:00,SAS,NOH,-6.0,-7.0,187.5,183.5,-330,280,1.0,92.0
0020700819,2008-02-23 00:00:00,MIL,DEN,4.0,3.5,210.5,214.0,150,-170,-3.0,103.5
0020700831,2008-02-25 00:00:00,IND,TOR,3.0,3.0,207.0,207.5,135,-155,-1.5,102.5
0020700842,2008-02-26 00:00:00,HOU,WAS,-12.5,-10.5,190.5,189.0,-650,525,2.0,96.5
0020700853,2008-02-27 00:00:00,SEA,DEN,9.0,9.5,212.5,215.0,425,-525,-1.0,103.5
0020700855,2008-02-28 00:00:00,NJN,MIL,-3.0,-3.0,197.0,196.5,-155,135,3.0,101.5
0020700862,2008-02-29 00:00:00,CHI,WAS,-5.0,-6.0,197.5,198.0,-260,220,2.5,102.5
0020700863,2008-02-29 00:00:00,NOH,UTA,-3.5,-5.0,204.5,208.5,-215,185,2.0,109.0
0020700867,2008-02-29 00:00:00,GSW,PHI,-6.0,-5.0,216.5,217.0,-235,195,1.5,106.5
0020700881,2008-03-02 00:00:00,IND,MIL,-5.0,-6.0,212.5,216.5,-260,220,1.0,106.0
0020700878,2008-03-02 00:00:00,NJN,SAS,5.0,4.5,184.5,183.0,170,-200,-0.5,93.0
0020700883,2008-03-02 00:00:00,HOU,DEN,-4.0,-5.0,206.0,207.5,-230,190,1.5,102.5
0020700887,2008-03-03 00:00:00,UTA,DAL,-6.0,-5.5,204.5,200.0,-240,200,3.0,99.0
0020700888,2008-03-03 00:00:00,LAC,PHI,2.0,3.5,189.5,189.0,155,-175,-2.5,94.0
0020700896,2008-03-04 00:00:00,POR,PHX,3.5,2.5,208.5,208.0,125,-145,-4.5,101.0
0020700897,2008-03-05 00:00:00,WAS,ORL,2.0,2.5,203.0,200.5,125,-145,-2.5,101.0
0020700899,2008-03-05 00:00:00,BOS,DET,-4.0,-4.0,184.0,183.0,-175,155,1.5,89.5
0020700908,2008-03-05 00:00:00,LAC,SAC,2.5,3.0,201.5,198.0,140,-160,-2.5,97.0
0020700914,2008-03-07 00:00:00,CHA,ATL,-2.0,-1.0,204.5,204.5,-120,100,0.5,105.0
0020700924,2008-03-08 00:00:00,CLE,IND,-7.5,-7.0,207.0,208.5,-335,285,0.5,102.5
0020700930,2008-03-08 00:00:00,HOU,NOH,-7.0,-5.5,192.0,190.0,-240,200,2.0,95.5
0020700932,2008-03-08 00:00:00,UTA,DEN,-5.5,-5.5,223.5,224.5,-240,200,4.0,108.0
0020700935,2008-03-09 00:00:00,MIL,PHI,2.0,3.0,204.0,202.0,135,-155,-3.5,98.5
0020700936,2008-03-09 00:00:00,PHX,SAS,1.5,1.5,203.0,202.5,105,-125,-0.5,101.5
0020700940,2008-03-10 00:00:00,ORL,ATL,-10.0,-10.5,207.0,211.0,-700,550,0.5,107.0
0020700942,2008-03-10 00:00:00,MIA,LAC,-3.5,1.0,191.0,190.0,100,-120,-3.0,94.5
0020700946,2008-03-11 00:00:00,WAS,MIL,-7.0,-6.5,202.0,201.0,-290,240,1.0,99.5
0020700950,2008-03-11 00:00:00,PHX,MEM,-14.0,-14.0,220.0,223.5,-2000,1200,1.0,107.5
0020700964,2008-03-13 00:00:00,SAC,POR,-3.0,-3.5,204.5,205.5,-165,145,2.5,101.5
0020700970,2008-03-14 00:00:00,NOH,LAL,1.5,1.5,208.5,212.5,105,-125,-1.5,105.0
0020700971,2008-03-14 00:00:00,CHI,PHI,-3.5,-3.0,199.5,199.0,-160,140,3.0,99.0
0020700974,2008-03-14 00:00:00,DEN,TOR,-10.0,-8.5,219.5,217.0,-425,355,2.0,107.0
0020700981,2008-03-15 00:00:00,PHX,SAC,-9.0,-7.5,228.0,228.5,-360,300,2.5,111.5
0020700986,2008-03-16 00:00:00,DET,NOH,-5.5,-6.0,186.0,186.0,-250,210,0.5,93.5
0020700985,2008-03-16 00:00:00,NYK,ATL,2.0,1.0,202.0,201.0,120,-140,-1.0,102.0
0020700988,2008-03-16 00:00:00,HOU,LAL,-4.5,-3.5,197.5,196.0,-170,150,3.0,97.0
0020700994,2008-03-17 00:00:00,MEM,CHA,2.0,3.0,210.0,206.0,130,-150,-0.5,102.5
0020700997,2008-03-17 00:00:00,SAS,BOS,-3.0,-5.0,177.0,177.0,-205,175,1.0,92.0
0020700999,2008-03-18 00:00:00,DET,DEN,-6.0,-4.5,209.0,212.0,-200,170,4.0,104.0
0020701001,2008-03-18 00:00:00,CHI,NJN,-5.0,-6.5,202.0,200.5,-270,230,2.5,104.5
0020701005,2008-03-18 00:00:00,POR,PHX,3.5,3.0,209.0,210.5,140,-160,-1.5,103.0
0020701007,2008-03-19 00:00:00,PHI,DEN,-2.0,-3.0,218.0,223.0,-155,135,0.5,111.5
0020701011,2008-03-19 00:00:00,CLE,DET,-1.0,-1.5,185.0,183.0,-130,110,1.5,91.0
0020701015,2008-03-19 00:00:00,LAC,GSW,9.0,9.0,218.5,219.0,400,-500,-0.5,108.0
0020701016,2008-03-20 00:00:00,CHI,SAS,4.5,5.0,188.5,189.5,185,-215,-2.5,94.0
0020701020,2008-03-21 00:00:00,IND,MIN,-7.0,-6.0,212.0,210.5,-250,210,2.0,104.5
0020701019,2008-03-21 00:00:00,ORL,PHI,-6.0,-6.5,205.5,205.5,-260,220,2.5,101.5
0020701021,2008-03-21 00:00:00,NJN,DEN,3.5,5.0,224.0,226.0,185,-215,-1.0,112.0
0020701032,2008-03-22 00:00:00,MEM,SAC,3.0,-1.0,215.0,210.0,-120,100,2.5,105.0
0020701038,2008-03-22 00:00:00,PHX,HOU,-6.5,-6.5,204.5,205.0,-295,245,2.0,104.5
0020701041,2008-03-23 00:00:00,TOR,DEN,-2.5,-2.5,228.5,225.0,-145,125,1.5,112.0
0020701067,2008-03-26 00:00:00,SAC,MEM,-7.5,-5.5,201.5,200.5,-240,200,1.5,100.0
0020701074,2008-03-28 00:00:00,PHI,PHX,1.0,3.5,217.0,218.0,140,-160,-3.5,105.0
0020701077,2008-03-28 00:00:00,ATL,CHI,-5.0,-4.5,207.0,206.0,-195,165,2.0,103.5
0020701081,2008-03-28 00:00:00,SAC,WAS,-1.5,-3.5,203.5,206.5,-165,145,2.0,105.5
0020701085,2008-03-29 00:00:00,DET,CLE,-7.0,-7.0,181.0,184.0,-300,250,1.5,91.0
0020701090,2008-03-30 00:00:00,SAS,HOU,-6.5,-7.0,174.0,174.5,-300,250,2.0,88.5
0020701094,2008-03-30 00:00:00,TOR,NOH,3.0,2.5,196.5,198.5,130,-150,-2.5,99.5
0020701101,2008-03-31 00:00:00,MEM,ATL,3.0,3.0,210.0,208.5,135,-155,-4.0,105.5
0020701102,2008-03-31 00:00:00,UTA,WAS,-8.5,-9.5,209.0,210.0,-525,425,3.5,105.0
0020701104,2008-03-31 00:00:00,LAC,DAL,6.0,6.5,192.5,189.5,240,-290,-0.5,93.0
0020701118,2008-04-02 00:00:00,MEM,NYK,-8.5,-5.5,214.0,211.0,-235,195,2.0,102.5
